,translation
6866,"{'en': 'Ahhh okay, So based on what you know about the movie are their cheesy or cliche elements portrayed in the film?', 'hi_en': 'acha tho aur kuch is movie ke baare mein aapko patha hein , yaani us cheesy or cliche elements ka portrayed ke baare mei'}"
6867,"{'en': ""not at all but that is for me. it is heart touching and will make you cry. if made me cry. Allie got Alzheimer and she doesn't remember Noah but he still visits her everyday and they died together   "", 'hi_en': 'nahi muje kuch nahi patha, yeh tho heart touching story hein aur aapko rula dega. muje tho bahut rulaya/. alle jab alzheimer hothe aur usko kuch yaad nahi aatha lekin voh usko daily visit karthi aur dono mar jaathe'}"
6868,"{'en': 'omg!!! thats so crazy honestly kind of excited to see this movie now ', 'hi_en': 'OMG yeh tho honestly crazy hein yar aur bahut excited lagtha hein is movie ko dekhne'}"
6869,"{'en': 'Yes, its an art, love the book but I love the movie more', 'hi_en': 'haan, yeh art hein, is book bahut pasand hein aur movie bhi'}"
6870,"{'en': 'Thats how i felt with the fault in our stars. Great book but movie was incredible.', 'hi_en': 'is tarah muje feel ho raha ki star hi fault hei. ache book hein lekin movie tho incredible hein'}"
6871,"{'en': 'When he enlisted in the army he writes to her everyday but her mom intercept the letters so she was devastated for a year', 'hi_en': 'jab voh army ka enlisted kar raha tha tho voh daily lik raha tha lekin uski mom us letter ko intercept kiya tho usne us saal ko devastated kiya'}"
6872,"{'en': 'I love that movie too!', 'hi_en': 'muje us movie pasand hei yar'}"
6873,"{'en': 'Damn so this movie is like a mix of saving private Ryan, me before you, and possible other movies', 'hi_en': 'tho is movie tho saving private Ryan ka mix lag raha hein, mein pehele aap, aur possible dusra movies'}"
6874,"{'en': ""Somewhat but much better. I don't know why it got low rating, it is one of my favorite movie"", 'hi_en': 'thoda aur better kar sakthe they. muje low rating ke baare mein nahi patha. yeh tho mera favorite movie se yek hein'}"
6875,"{'en': 'I mean rotten tomato is pretty picky on certain movies which i dont get cause some films are brilliant but do not get the credit they deserve', 'hi_en': 'rotten tomato tho pretty picky kahi movies mein, jo ab muje kuch films mein nahi najar aatha lekin brilliant hein kyun ki voh credit nahi dethe deserve movie ko'}"
6876,"{'en': 'I know. It probably on personal preference. Others might not like it', 'hi_en': 'muje patha hein. voh personal preference hein probably. dusron ko nahi pasand aayega'}"
6877,"{'en': 'Side track how long is this task suppose to be?', 'hi_en': 'side track kitna lamba task hein yar'}"
6878,"{'en': 'But i agree that its a personal preference', 'hi_en': 'haan mein maantha hoon yeh tho personal preference hein'}"
6879,"{'en': 'Not sure but we have to talk about the movie till we can click the finished conversation button ', 'hi_en': 'Main sure nahi hu but hame movie k baare me baat karni jab tak hum finished conversation pe click nahi kar dete'}"
6880,"{'en': 'Are you familiar with the director? Nick Cassavetes', 'hi_en': 'kya tum director se familiar ho? Nick Cassavetes'}"
6881,"{'en': 'i am not', 'hi_en': 'Main nahi hu'}"
6882,"{'en': 'what are some of his other movies?', 'hi_en': 'Uski aur kaunsi movies hai?'}"
6883,"{'en': 'the shape of water', 'hi_en': 'the shape of water'}"
6884,"{'en': 'hi!', 'hi_en': 'hi'}"
6885,"{'en': 'hi', 'hi_en': 'hi'}"
6886,"{'en': 'do you like romantic movies?', 'hi_en': 'aapko romatic movies dekhna pasand hein?'}"
6887,"{'en': ""i'm not a big fan but i watch them sometimes."", 'hi_en': 'mein big fan nahi hoon lekin mein kabhi kabhi dekh letha hoon'}"
6888,"{'en': 'what is this movie about?', 'hi_en': 'yeh movie kis baare mein hein?'}"
6889,"{'en': 'this one is 2017 american fantasy drama', 'hi_en': 'yeh 2017 ka american fantasy drama hein'}"
6890,"{'en': 'sounds interesting.', 'hi_en': 'ache interesting sound kartha'}"
6891,"{'en': 'it is about a mute cleaner who works in a secret laboratory for the government', 'hi_en': 'yeh kuch mute cleaner ke baare mein hein, jo government ke liye secret laboratory ke kaam karthe'}"
6892,"{'en': 'she falls in love with a strange creature', 'hi_en': 'voh strange creature se pyar kar rahe thi'}"
6893,"{'en': 'i like this type of stories', 'hi_en': 'muje is type ka stoies pasand hein'}"
6894,"{'en': 'it has a great rating on Rottent tomatoes', 'hi_en': 'rotten tomatoes ne ache rating deiya'}"
6895,"{'en': ""sounds like something i'll like to see. tell me more..."", 'hi_en': 'kuch aisa laghta ki muje yeh dekhna chahiye'}"
6896,"{'en': 'the critical responses to it was awesome', 'hi_en': 'critical responses tho awesome hein'}"
6897,"{'en': ""i don't usually go for the critics choice... i like to make my one opinnion"", 'hi_en': 'mein kabhi critics choice se nahi jatha... mein mera opinion khud banatha'}"
6898,"{'en': 'do they end up together?', 'hi_en': 'kya wo ant me sath me aa jate hai?'}"
6899,"{'en': 'do you choose movies based on the cast?', 'hi_en': 'kya movie cast ke base pe choose karte ho?'}"
6900,"{'en': 'sometimes', 'hi_en': 'sometimes'}"
6901,"{'en': ""who's pla ying in this one?"", 'hi_en': 'isme kaun abhinay kar raha hai?'}"
6902,"{'en': 'well, sally hawkins was the main actres', 'hi_en': 'well, sally hawkins main actress hai isme'}"
6903,"{'en': 'i liked her in Paddington', 'hi_en': 'Paddington me maine use like kiya tha'}"
6904,"{'en': ""I didn't watch this one"", 'hi_en': 'Maine par yah wali nahi dekhi hai.'}"
6905,"{'en': ""she's a good actress"", 'hi_en': 'wo badhiya actress hai'}"
6906,"{'en': 'but she is a good actress', 'hi_en': 'but wo badhiya actress hai'}"
6907,"{'en': 'is she the main character?', 'hi_en': 'kya wo main character hai?'}"
6908,"{'en': 'she is , she played the rule of elisa the mute cleaner', 'hi_en': 'ow, ow gunga safai wala ka kirdar kar rai thi'}"
6909,"{'en': 'the movie was produced in 2017', 'hi_en': 'es cinema ko prastuti 2017 mai hui thi'}"
6910,"{'en': 'do you want me to reveal a little spoiler', 'hi_en': 'tum kyy mujhe thora kharb karna chate ho'}"
6911,"{'en': 'why not :)))', 'hi_en': 'ku nahi'}"
6912,"{'en': 'she kidnapped the creature and kept it in her bathtub', 'hi_en': 'wo apharan kiya us janawar ko or snan ke patele me rakha'}"
6913,"{'en': 'interesting', 'hi_en': 'kafi majedar'}"
6914,"{'en': 'Great movie', 'hi_en': 'bahut badhiya film'}"
6915,"{'en': ""HI.  97% on rotten tomatoes.  that's really good, must be pretty good"", 'hi_en': 'namaste. sade hue tamaataron par 97%. yah vaastav mein achchha hai, bahut achchha hona chaahie'}"
6916,"{'en': 'Have you seen it?', 'hi_en': 'kya aapane ise dekha hai?'}"
6917,"{'en': 'Steven Spielberg is an excellent director as well. ', 'hi_en': 'steevan speelabarg ek utkrsht nirdeshak bhee hain.'}"
6918,"{'en': 'Have not', 'hi_en': 'nahin hai'}"
6919,"{'en': 'Giant man eating shark attacking people makes for an entertaining watch', 'hi_en': 'shaark par hamala karane vaala vishaalakaay aadamee ek manoranjak ghadee ke lie banaata hai'}"
6920,"{'en': 'yeah', 'hi_en': 'haan'}"
6921,"{'en': 'not much of a talker huh', 'hi_en': 'jyaada baat karane vaala huh nahin'}"
6922,"{'en': ""Probably wouldn't be good for kids though"", 'hi_en': 'shaayad bachchon ke lie achchha nahin hoga'}"
6923,"{'en': 'that depends', 'hi_en': 'vah nirbhar karata hai'}"
6924,"{'en': ""I love Richard Dreyfus, didn't realize he was in it"", 'hi_en': 'main richard drephas se pyaar karata hoon, use is baat ka ehasaas nahin tha ki vah usamen hai'}"
6925,"{'en': ""Of course the woman who is skinny dipping get's snagged first"", 'hi_en': 'beshak, jo mahila patala hai vah pahale soonghatee hai'}"
6926,"{'en': 'closing the beaches, knee jerk reaction but probably a good idea', 'hi_en': 'samudr taton ko band karana, ghutane ka jhataka pratikriya lekin shaayad ek achchha vichaar hai'}"
6927,"{'en': 'and of course they get greedy and want to pretend its a boating accident and not a shark attack', 'hi_en': 'aur nishchit roop se ve laalachee ho jaate hain aur apanee nauka vihaar durghatana ka naatak karana chaahate hain na ki shaark ke hamale ka'}"
6928,"{'en': 'shark hunter over charging lol', 'hi_en': 'chaarj par adhik shikaaree shaark'}"
6929,"{'en': 'bounty on the killer shark', 'hi_en': 'hatyaara shaark par inaam'}"
6930,"{'en': 'do like this genre?4', 'hi_en': 'is shailee ko pasand hai? 4'}"
6931,"{'en': 'hi', 'hi_en': 'hi namaste'}"
6932,"{'en': 'do you like frozen?', 'hi_en': 'Kya aapko Frozen pasand hai ?'}"
6933,"{'en': 'I love Frozen!', 'hi_en': 'main Frozen ko love karata hoon!'}"
6934,"{'en': 'I love frozen yogurt! but also this movie :)', 'hi_en': 'mujhe  frozen yogurt bahut pasand hai! lekin yah movie bhee  :)'}"
6935,"{'en': 'LOL!  I Cant wait for the second movie of Frozen to release', 'hi_en': 'LOL! Main Frozen kee doosri Film ke  release hone ka intajaar kar nahin paa raha hoon.'}"
6936,"{'en': 'what is your favorite character?', 'hi_en': 'Aapka favorite character kya hai ?'}"
6937,"{'en': 'Anna because shes independent!', 'hi_en': 'Anna kyonki wo  independent hai!'}"
6938,"{'en': 'yours?', 'hi_en': 'ise wo own karti hai kya ?'}"
6939,"{'en': 'I like Elsa', 'hi_en': 'Main Elsa ko like karta hoon.'}"
6940,"{'en': 'she reminds of my friend of the same name', 'hi_en': 'vah usee naam ke mere friend kee remind karatee hai'}"
6941,"{'en': 'also the character designs are cool', 'hi_en': 'character designs bhee bahut accha hai.'}"
6942,"{'en': 'thats cool! Anna reminds me of my girls - they are red-heads too', 'hi_en': 'yah achchha hai! Anna mujhe apanee ladakiyon ka remind karatee hain - ve bhee red-hed hain'}"
6943,"{'en': 'do you like the songs?', 'hi_en': 'kya aap gaane like karte hain?'}"
6944,"{'en': 'Of course - who doesnt!  We still sing them around our house! ', 'hi_en': 'Of course - kaun nahin karata hai! ham abhee bhee wo sab apane ghar ke aasapaas gaate hain!'}"
6945,"{'en': 'that is awesome!', 'hi_en': 'wo awesome hai.'}"
6946,"{'en': 'The first time we saw Frozen was on a Disney Cruise Ship ', 'hi_en': 'hamane pahalee baar Frozen ko Disney Cruise Ship par dekha tha'}"
6947,"{'en': ""what's your favorite?"", 'hi_en': 'tera favorite kya hein?'}"
6948,"{'en': 'I love Let it Go but also In Summer - especially now since its so cold!  Whats your favorite', 'hi_en': 'muje cold par bahut pasand hein summer bhi pasand hein.. tumhara favorite kya hein'}"
6949,"{'en': ""i don't remember"", 'hi_en': 'muje yaad nahi hein'}"
6950,"{'en': 'do you have a favorite part of the movie', 'hi_en': 'us movie ka favorite part kya hein'}"
6951,"{'en': 'the snowman is a funny character', 'hi_en': 'voh snowman.. kitna funny character hein yar'}"
6952,"{'en': 'he is hilarious. ', 'hi_en': 'ha yar voh to funny hain..'}"
6953,"{'en': 'olaf?', 'hi_en': 'olaf?'}"
6954,"{'en': 'yes', 'hi_en': 'haan yar'}"
6955,"{'en': 'do you have a favorite scene?', 'hi_en': 'tumhara favorite scene kya hein yar'}"
6956,"{'en': 'I really like the scene with the Trolls.  The ending also gets me every time when Elsa saves Anna. ', 'hi_en': 'muje voh trolls ka scene acha laga. aur voh ending scene bhi pasand aaya jab elsa anna ko saves kiya'}"
6957,"{'en': 'whats yours', 'hi_en': 'aapaka kya hai'}"
6958,"{'en': 'the ending is great', 'hi_en': 'ant mahaan hai'}"
6959,"{'en': 'the scene with the trolls too.', 'hi_en': 'trols ke saath drushy bhee.'}"
6960,"{'en': 'I hope the trolls are in the second movie more', 'hi_en': 'mujhe aasha hai ki trol doosaree philm mein adhik hain'}"
6961,"{'en': 'haha maybe they will have their own spinoff movie', 'hi_en': 'hah shaayad ve apanee khud kee spinoff philm hogee'}"
6962,"{'en': 'that would be cute too', 'hi_en': 'vah bhee pyaara hoga'}"
6963,"{'en': 'nice chatting to you. Have a good day!', 'hi_en': 'aapase achchha chaiting aapaka din shubh ho!'}"
6964,"{'en': 'you too', 'hi_en': 'aap bhee'}"
6965,"{'en': 'Hi are you ready to get started? This is a batman vs superman superhero crossover movie. Are you familiar with those superheroes?', 'hi_en': 'Hi kya tum shuru krne ke liye tyaar ho? Yeh batman vs superman ek superhero crossover movie hai. Kya tum inn superheroes ko jante ho?'}"
6966,"{'en': 'We are here to discuss Batman vs. Superman: Dawn of Justice', 'hi_en': 'Hum yahan Batman vs. Superman: Dawn of Justice ko discuss karenge'}"
6967,"{'en': 'Yes i am familar with the characters but some of the actors i have never heard of', 'hi_en': 'Han mujhe inn cahracters ke baare mein pta hai but kuch actors ke baare mein maine kabhi sunna nhi'}"
6968,"{'en': 'I think it sounds like an amazing movie. I love superheroes. I think some of the critics are too harsh. It was a good plot line. I am familiar with Ben Affleck but none of the others. ', 'hi_en': 'Mujhe lagta hai ki yeh ek bahut achhi movie hai. Mujhe superheroes bahut pasand hai. Yeh achhi plot line thi. Main Ban Affleck ke baare mein jaanta huin but bake kisi ke baare mein nhi.'}"
6969,"{'en': 'I wish they would have used more famous people. ', 'hi_en': 'Kaash unhone zyada famous logo ko liya hota.'}"
6970,"{'en': 'I would agree though that it was not as good as man of steel. The plot line of that was amazing!', 'hi_en': 'Main sehmat huin jabki woh man of steel jitni achhi nhi hai. Uski plot line bahut badiya thi!'}"
6971,"{'en': 'Ben Affleck is the only actor I recognize great plot very harsh critcs', 'hi_en': 'Ben Affleck hi sirf ek aisa actor hai jise main pehnchanta huin achha plot bhut harsh critics'}"
6972,"{'en': ""I agree. I didn't completely understand why Batman and Superman fought though. "", 'hi_en': 'I agree, mujhe theek se samajh nahi aaya ki Batman and Superman kyun lad rahe the'}"
6973,"{'en': 'Rotten Tomatoes list it as 27%and average with a 4.9 out of 10. The critcs must be weird. Yeah i couldnt figure out the fight but think it was because superman accidentally killed bruce waynes dad', 'hi_en': 'Rotten Tomatoes par 27% hai and average 4.9 hai 10 mein se. Critics bahut ajeeb hain. Mujhe fight samajh nahi aayi par mujhe lagta hai ki Superman ne galti se Bruce Wayne ke Dad ko maar diya tha.'}"
6974,"{'en': 'I thought it was worth a meteoritic score more than 44. That seemed low! That makes sense. I would be mad if someone tried to kill one of my family members. ', 'hi_en': 'Mujhe laga ki movie ka Meteoritic score 44 se jyada hai. Yeh toh kam hai! Par sense karta hai. Mujhe bhi bahut gussa ayega agar kisi ne mere family waalon ko maar diya.'}"
6975,"{'en': 'hello?', 'hi_en': 'Haan?!'}"
6976,"{'en': 'Yeah me to it did also have a unique spin on character of Lex Luthor who just seems to go doown hill the whole movie. I like how the critic talked about Lex (who is supermans arch enemy ) because he compared him to the joker and riddler (who are batmans arch enemies', 'hi_en': 'Haan mujhe bhi, saath mein Lex ke character ka unique spin hai aur voh bus spiral down karta hai poori movie mein. Joh critics ne Lex (joh Superman ka arch enemy hai) ke baare mein bola, voh mujhe accha laga, kyunki unhone Lex ko Joker and Riddler ke saath compare kiya.'}"
